OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
924,01012,Sumner Field,,10th Ave N & Aldrich Ave N,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,4.23209164,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,17126.667249095,528.083196269072
925,48009,Sunkist Park,,1201 82nd Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,5.59861314,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,22656.783531635,805.862417837265
926,48060,Sunny Acres Park,,5425 83rd Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,4.95333375,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,20045.430478555,793.75548135925
927,86012,Sunny Hollow School Park,,8808 27th Ave N,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,11.57977557,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,46860.44579892,860.16838898811
928,48006,Sunnylane Park,,6240 Sunnylane Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,3.25159293,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,13158.7297186,554.685792590756
929,92006,Sunnyside Park,,22184 138th Ave N,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,10.22113656,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,41363.47213015,1673.52391038641
930,86010,Sunnyside Park,,4751 Quebec Ave N,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,10.87432235,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,44008.786916475,1548.37689942971
931,54008,Sunnyview Park,,3000 Hampshire Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,3.00800725,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,12172.70258261,448.76239873357
932,40010,Sunrise,,2995 Kilmer Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,14.33309693,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,58003.985348185,1369.54021684578
933,20069,Sunrise Park,,9401 Bloomington Ferry Road,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,13.35020462,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,54021.32832955,1312.72229963449
934,34046,Sunrise Ridge,,3501 Sunrise Dr E,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,1.67938793,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,6796.24184983,407.125990735123
935,40025,Sunset Hill Elementary,,13005 Sunset Trail,Plymouth,053,MN,Open,,School Park,,,ISD 284,10,,,,,20.36106675,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,82398.313731565,1295.72445587536
936,44001,Sunset Park,,3901 Crystal Lake Blvd,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,0.67741161,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,2741.38752466,217.727033331423
937,46028,Sunset Park,,3328 Xylon Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,1.91755388,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,7760.06522078,369.859259131112
938,46019,Sunshine Park,,2900 Vernon Ave S,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,0.71757159,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,2903.90917956,226.80216576016
939,85009,Surfside Park,,5801 Bartlett Blvd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,3.31564239,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,13417.026833265,564.427192706757
940,40041,Swan Lake,,4480 Quinwood Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,16.08849214,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,65107.817745505,1144.807617361
941,28002,Sweeney Park,,1805 Hidden Lakes Pkwy,Golden Valley,053,MN,Open,Open,,,,Hidden Lakes Community Association,99,,,,,0.92345001,,,,,,,,,,,,,,,,Unknown,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,3737.06962389,268.893189131829
942,85014,Swenson Park,,Brighton Blvd & Manchester Rd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,2.57496804,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,10420.52595802,472.11503457579
943,76053,Sycamore Linear Park,,Quinwood Ln and 63rd Ave,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,13.66420616,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,55297.0804496,5188.44818635173
944,42001,Taft Park,,6300 18th Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,15.11022901,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,61148.92731174,1428.38777585698
945,70003,Tamarack Park,,4740 Lake Sarah Dr S,Independence,053,MN,Open,Open,,,,Idependence,05,,,,,4.99753841,,,,,,,,,,,,,,,,Unknown,,,,,763-479-0527,https://www.ci.independence.mn.us/community/parks,,,Hennepin County,,,,,20224.3204055,690.885069995576
946,20070,Tarnhill Playground,,9650 Little Road,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,34.14087696,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,138177.462606595,2145.32044101059
947,76062,Teal Lake Linear Park,,Xenium Ln and 96th Ave,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,40.80362081,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,165126.39491276,4186.68584540121
948,76006,Teal Lake Neighborhood Park,,96th Ave. N. & Rosewood,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,14.61472807,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,59143.70616098,1769.23136478626
949,86009,Terra Linda Park,,2701 Lamphere Dr,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,1.15293419,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,4664.75263762,315.731618545569
950,48046,Tessman Acres Park,,8726 Maryland Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,7.65120545,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,30963.32991766,1251.27468277013
951,48044,Tessman Park,,7890 Tessman Drive North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,16.1773241,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,65467.307948465,2428.99581700902
952,46013,Texa Tonka Park/Lake Victoria,,2750 Virginia Ave So.,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,20.95835664,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,84809.483021655,1770.28561432178
953,63001,The Commons,,339 Lake St,Excelsior,053,MN,Open,Open,,,,Excelsior,05,,,,,12.97174457,,,,,,,,,,,,,,,,Unknown,,,,,952-474-5233,https://www.ci.excelsior.mn.us/122/Parks-Recreation,,,Hennepin County,,,,,52502.164313815,2025.28502521302
954,40075,The Meadows Playfield,,5805 Lawndale Lane N,Plymouth,053,MN,Open,,Playfield,,,Plymouth,05,,,,,18.02644257,,,,,,,,,,,,,,,,Unknown,,,,,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,72950.42489941,1130.63657645822
955,80011,The Park at Fields of Medina,,1200 Meander Road,Medina,053,MN,Open,Open,,,,Medina,05,,,,,7.14245368,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-473-4643,https://medinamn.us/svcs/parks-recreation/,,,City of Medina,,,,,28904.484526985,682.550884052082
956,01054,Theodore Wirth Park / Parkway,,1339 Theodore Wirth Parkway,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,679.48315475,,,,,,,,,,,,,,,,Hours Vary,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,2749770.76868745,27406.5747306341
957,01105,Thomas Lowry Park,,Douglas Ave & Mount Curve Ave,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.45238277,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,5877.58455276,374.536985765719
958,17002,Thor Thompson Park,,3901 Sunset Dr,Spring Park,053,MN,Open,Open,,,,Spring Park,05,,,,,1.8918947,,,,,,,,,,,,,,,,Unknown,,,,tschyma@ci.sping-park.mn.us,952-471-9051,https://www.ci.spring-park.mn.us/parks-rec,,,Hennepin County,,,,,7656.2262027,400.703007506102
959,17003,Thor Thompson Tennis Courts,,3813 Park Lane,Spring Park,053,MN,Open,Closed,,,,Spring Park,05,,,,,0.98074975,,,,,,,,,,,,,,,,Unknown,,,,tschyma@ci.sping-park.mn.us,952-471-9051,https://www.ci.spring-park.mn.us/parks-rec,,,Hennepin County,,,,,3968.95342798,252.724150030914
960,76044,Thoresen Special Use Park,,6359 Eagle Lake Dr.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,3.1737695,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,12843.78949204,560.944505110847
961,59003,Thorpe Park,,3725 Hamilton Ave,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,17.32872767,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,70126.87285606,1212.59672472828
962,85001,Three Points Park,,Gull La & Three Points Blvd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,2.34552125,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,9495.81436255,414.428366536499
963,40029,Three Ponds,,5360 Union Terrace Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,36.6622629,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,148366.91406176,2261.59661774234
964,02023,Tierney's Woods,Hyland-Bush-Anderson Lakes Park Reserve,8200 W Bush Lake Rd,Bloomington,053,MN,Open,Open,Park Reserve,,,Three Rivers Park District,04,,,,,142.0055583,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,574676.105617755,5205.46248832374
965,61042,Timber Creek Conservation Area,,6395 GINGER DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,61.02397473,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,246956.56103917,5901.63628158937
966,76029,Timber Crest Forest Conservancy,,Timber Crest Dr N & Crest Dr N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,37.44195442,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,151522.22059034,5043.1144811271
967,40030,Timber Shores,,11250 53rd Avenue N,Plymouth,053,MN,Open,,Community Park,,,Plymouth,05,,,,,57.4838288,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,232628.80176709,2467.95953916153
968,24034,Tingdale Park,,5800 West 59th Street,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.68182424,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,2759.24481543,210.665284572513
969,24042,Todd Park,,4429 Vandervork Avenue South,Edina,053,MN,Open,Open,,,,Edina,05,,,,,36.08767327,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,146041.632330635,2417.53606775791
970,01021,Todd Park,,5600 Chicago Ave. S.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,13.02671033,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,52717.226375775,969.376977726241
971,80008,Tomann Preserve,,3112 Pioneer Trail,Medina,053,MN,Open,Open,,,,Medina,05,,,,,15.97503622,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-473-4643,https://medinamn.us/svcs/parks-recreation/,,,City of Medina,,,,,64648.677910475,1199.66198624994
972,61028,Topview Park,,7231 GERARD DR,Eden Prairie,053,MN,Open,Open,,,,Eden Prairie,05,,,,,1.83066391,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-949-8300,https://www.edenprairie.org/amenities/parks-trails-recreation/parks,,,City of Eden Prairie,,,,,7411.409534785,336.110217017899
973,34049,Tower Hill,,4550 Woodhill Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,8.92263815,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,36108.635512405,973.634235606585
974,01122,Tower Hill Park,,University Ave SE & Malcolm Ave SE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,4.55830888,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,18446.816274915,555.095918422227
975,76050,Town Green,,7991 Main St N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,7.55801074,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,30595.77729982,743.943971371845
976,95002,Towns Edge Park,,8510 Kennedy Memorial Dr,St. Bonifacius,053,MN,Open,Open,,,,St. Bonifacius,05,,,,,1.78852047,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,stboni@visi.com,952-446-1061,https://ci.st-bonifacius.mn.us/index.asp?SEC=F5303C12-3E20-4E16-8070-C04B35736B84&Type=B_BASIC,,,Hennepin County,,,,,7237.88556592,332.009427024935
977,20072,Tretbaugh Park,,3701 West 90th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,3.11185461,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,12593.22880308,457.124321726815
978,44008,Triangle Park,,4001 Noble Ave N,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,1.02288173,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,4139.45550642,318.390711884547
979,94004,Trillium Park,,"2800 Highway 88 St. Anthony, MN 55418",St. Anthony,053,MN,Open,,,,,St. Anthony,05,,,,,3.71046755,,,,,,,,,,,,,,,,Unknown,,,,,612-789-8881,https://www.savmn.com/164/Parks,,,St. Anthony,,,,,15015.729434645,637.873067071857
980,48047,Trinity Gardens Park,,9041 Prestwick Parkway,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,24.15604431,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,97756.04307225,5673.50517287273
981,24047,Tupa Park,,4918 Eden Avenue,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.57819579,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,2339.875358205,207.830998726269
982,40047,Turtle Lake,,14991 45th Avenue N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,28.81877158,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,116625.43084327,2649.54335531616
983,22017,Twin Lake Park,,55th & Major Ave,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,2.82450211,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,11430.354516125,491.456792150033
984,02020,Twin Lakes Boat Access,Twin Lakes Boat Access,4276 Lakeland Ave N,Robbinsdale,053,MN,Open,Closed,Special Recreation Feature,,,Three Rivers Park District,04,,,,,2.06009051,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,8336.89052439,537.557052269075
985,46008,Twin Lakes Park,,4750 26th St W,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,27.9365397,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,113049.959428545,2045.41251271304
986,54009,Twin Oak Park,,5116  Wilshire Blvd,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,3.71706686,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,15042.4358826,615.638759333887
987,85023,Twin Park,,Highland Blvd & Ridgewood Rd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.95379511,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,3858.142957615,488.200984307093
988,85011,Tyrone Park,,Galway Rd & Tyrone La,Mound,053,MN,Open,Open,,,,Mound,05,,,,,22.59127262,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,91423.63670716,2459.54748017286
989,76051,Ulster Green Conservancy,,6401 Cheshire Lane N,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,20.77259382,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,84063.70471172,1579.95934408265
990,28053,Unnamed,,5050 Wayzata Boulevard,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,0.55505207,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,2246.21603718,233.510234776912
991,24035,Utley Park,,4521 West 50th Street,Edina,053,MN,Open,Open,,,,Edina,05,,,,,4.42003764,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,17887.257711135,622.415704916152
992,30010,Valley Park,,700 8th Street South,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,66.66582376,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,269787.01705726,4186.77856117686
993,54007,Valley Place Park,,6822 32nd Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,20.8264167,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,84281.51817358,1493.23110785694
994,20073,Valley View Park,,9000 Portland Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,34.44457556,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,139392.23866337,1903.83920673854
995,20074,Valley View School,,351 88th Street E,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,34.85925545,,,,,,,,,,,,,,,,Unknown,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,141070.4018144,1518.99794708974
996,01088,Van Cleve Park,,901 15th Ave SE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,8.71627384,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,35273.508781115,922.569321858991
997,24036,Van Valkenburg Park,,4935 Lincoln Drive South,Edina,053,MN,Open,Open,,,,Edina,05,,,,,27.37690805,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,110790.41616825,1435.99009787336
998,20075,Vanderbie Park,,1001 West 92nd Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,5.85947141,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,23712.43948838,682.929781305382
999,50019,Veterans Memorial Park,,505 E Hayden Lake Road,Champlin,053,MN,Open,,,,,Champlin,05,,,,,4.33375079,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,17538.067217495,680.539970516866
1000,42022,Veterans Memorial Park,,6335 Portland Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,105.43001894,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,426660.149241335,2998.70492514377
1001,77002,Veterans Memorial Park,,1664 Budd Ave,Maple Plain,053,MN,Open,Open,,,,Maple Plain,05,,,,,24.37422767,,,,,,,,,,,,,,,,Unknown,,,,,763-479-0515,https://www.mapleplain.com/parks,,,Hennepin County,,,,,48641.89372773,890.05157763251
1002,85028,Veteran's Memorial Plaza,,5515 Shoreline Dr,Mound,053,MN,Open,Open,,,,Mound,05,,,,,1.77789702,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,7194.89396646,468.024472294966
1003,85029,Veteran's Park,,2509 Commerce Blvd,Mound,053,MN,Open,Open,,,,Mound,05,,,,,0.12651388,,,,,,,,,,,,,,,,Unknown,,,,,952-472-0600,https://www.cityofmound.com/parks,,,Hennepin County,,,,,511.98350144,97.3672956428672
1004,34031,Victoria-Evergreen,,3801 Victoria St,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,24.97261521,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,101060.588242615,1634.75144858426
